Appling	2455	40.73	2514	41.71	1047	17.37	11	0.18	-59	-0.98	6027
Atkinson	1056	48.33	779	35.65	342	15.65	8	0.37	277	12.68	2185
Bacon	1423	42.67	1301	39.01	604	18.11	7	0.21	122	3.66	3335
Baker	864	58.86	391	26.63	210	14.31	3	0.20	473	32.22	1468
Baldwin	5813	49.31	4262	36.16	1679	14.24	34	0.29	1551	13.16	11788
Banks	1530	41.68	1551	42.25	583	15.88	7	0.19	-21	-0.57	3671
Barrow	3991	39.98	4328	43.36	1633	16.36	30	0.30	-337	-3.38	9982
Bartow	6675	39.29	7742	45.57	2500	14.71	73	0.43	-1067	-6.28	16990
Ben_Hill	2348	52.60	1476	33.06	619	13.87	21	0.47	872	19.53	4464
Berrien	2103	46.29	1637	36.03	796	17.52	7	0.15	466	10.26	4543
Bibb	28070	51.93	19847	36.72	6021	11.14	111	0.21	8223	15.21	54049
Bleckley	1710	43.23	1570	39.69	662	16.73	14	0.35	140	3.54	3956
Brantley	1883	44.06	1541	36.06	840	19.65	10	0.23	342	8.00	4274
Brooks	1895	43.92	1779	41.23	630	14.60	11	0.25	116	2.69	4315
Bryan	2031	34.26	2789	47.05	1095	18.47	13	0.22	-758	-12.79	5928
Bulloch	4903	38.78	5690	45.00	2020	15.98	31	0.25	-787	-6.22	12644
Burke	3647	53.17	2390	34.84	807	11.77	15	0.22	1257	18.33	6859
Butts	2448	50.46	1768	36.45	619	12.76	16	0.33	680	14.02	4851
Calhoun	1301	64.47	464	22.99	248	12.29	5	0.25	837	41.48	2018
Camden	2952	38.99	3517	46.45	1077	14.22	26	0.34	-565	-7.46	7572
Candler	1192	43.27	1014	36.81	541	19.64	8	0.29	178	6.46	2755
Carroll	8404	37.21	10750	47.60	3358	14.87	74	0.33	-2346	-10.39	22586
Catoosa	4817	32.70	7599	51.59	2290	15.55	25	0.17	-2782	-18.89	14731
Charlton	1127	38.97	1333	46.09	427	14.76	5	0.17	-206	-7.12	2892
Chatham	31533	43.75	31925	44.30	8269	11.47	342	0.47	-392	-0.54	72069
Chattahoochee	604	50.42	413	34.47	177	14.77	4	0.33	191	15.94	1198
Chattooga	2976	46.47	2439	38.09	965	15.07	24	0.37	537	8.39	6404
Cherokee	8113	27.77	16054	54.95	4950	16.94	97	0.33	-7941	-27.18	29214
Clarke	15403	53.12	10459	36.07	2987	10.30	149	0.51	4944	17.05	28998
Clay	778	65.00	264	22.06	155	12.95	0	0.00	514	42.94	1197
Clayton	25890	44.65	23965	41.33	7942	13.70	192	0.33	1925	3.32	57989
Clinch	759	41.32	790	43.00	286	15.57	2	0.11	-31	-1.69	1837
Cobb	63960	32.45	103734	52.62	28747	14.58	690	0.35	-39774	-20.18	197131
Coffee	3275	39.27	3778	45.31	1256	15.06	30	0.36	-503	-6.03	8339
Colquitt	3891	37.86	4680	45.54	1682	16.37	23	0.22	-789	-7.68	10276
Columbia	7115	25.23	16657	59.07	4379	15.53	49	0.17	-9542	-33.84	28200
Cook	1731	48.02	1318	36.56	537	14.90	19	0.53	413	11.46	3605
Coweta	7093	34.51	9814	47.75	3587	17.45	59	0.29	-2721	-13.24	20553
Crawford	1648	51.78	974	30.60	549	17.25	12	0.38	674	21.17	3183
Crisp	2610	45.72	2253	39.46	823	14.42	23	0.40	357	6.25	5709
Dade	1782	37.09	2191	45.61	823	17.13	8	0.17	-409	-8.51	4804
Dawson	1399	35.95	1696	43.58	790	20.30	7	0.18	-297	-7.63	3892
Decatur	3198	43.11	3142	42.35	1068	14.40	11	0.15	56	0.75	7419
DeKalb	124559	57.82	70282	32.62	19741	9.16	853	0.40	54277	25.19	215435
Dodge	3002	47.82	2287	36.43	978	15.58	11	0.18	715	11.39	6278
Dooly	1993	58.84	1034	30.53	350	10.33	10	0.30	959	28.31	3387
Dougherty	15236	49.26	12455	40.27	3178	10.27	62	0.20	2781	8.99	30931
Douglas	8869	33.27	13349	50.08	4362	16.36	77	0.29	-4480	-16.81	26657
Early	1970	47.55	1457	35.17	652	15.74	64	1.54	513	12.38	4143
Echols	312	34.25	361	39.63	238	26.13	0	0.00	-49	-5.38	911
Effingham	2690	33.78	3814	47.90	1443	18.12	16	0.20	-1124	-14.12	7963
Elbert	3025	49.05	2372	38.46	757	12.28	13	0.21	653	10.59	6167
Emanuel	2951	45.93	2662	41.43	755	11.75	57	0.89	289	4.50	6425
Evans	1230	41.55	1244	42.03	480	16.22	6	0.20	-14	-0.47	2960
Fannin	2902	40.33	3255	45.24	1028	14.29	10	0.14	-353	-4.91	7195
Fayette	8430	26.60	17576	55.47	5598	17.67	83	0.26	-9146	-28.86	31687
Floyd	11614	41.69	12378	44.43	3779	13.56	89	0.32	-764	-2.74	27860
Forsyth	4936	28.89	8652	50.64	3453	20.21	45	0.26	-3716	-21.75	17086
Franklin	2505	42.29	2391	40.37	1014	17.12	13	0.22	114	1.92	5923
Fulton	147459	57.29	85451	33.20	23578	9.16	921	0.36	62008	24.09	257409
Gilmer	2311	39.25	2661	45.19	879	14.93	37	0.63	-350	-5.94	5888
Glascock	316	31.19	516	50.94	180	17.77	1	0.10	-200	-19.74	1013
Glynn	8581	37.42	11242	49.02	3053	13.31	56	0.24	-2661	-11.60	22932
Gordon	4103	36.59	5265	46.95	1818	16.21	27	0.24	-1162	-10.36	11213
Grady	2520	41.77	2370	39.28	1126	18.66	17	0.28	150	2.49	6033
Greene	2259	55.67	1307	32.21	483	11.90	9	0.22	952	23.46	4058
Gwinnett	44253	29.39	81822	54.34	23926	15.89	575	0.38	-37569	-24.95	150576
Habersham	3098	33.92	4569	50.02	1444	15.81	23	0.25	-1471	-16.10	9134
Hall	11214	34.58	16108	49.67	5043	15.55	68	0.21	-4894	-15.09	32433
Hancock	2461	77.95	506	16.03	189	5.99	1	0.03	1955	61.93	3157
Haralson	3281	43.05	3142	41.23	1167	15.31	31	0.41	139	1.82	7621
Harris	2679	38.49	3316	47.64	954	13.71	11	0.16	-637	-9.15	6960
Hart	3614	47.50	2607	34.26	1376	18.08	12	0.16	1007	13.23	7609
Heard	1456	44.49	1190	36.36	617	18.85	10	0.31	266	8.13	3273
Henry	7817	32.19	12634	52.03	3769	15.52	64	0.26	-4817	-19.84	24284
Houston	12270	37.47	14119	43.11	6263	19.12	96	0.29	-1849	-5.65	32748
Irwin	1366	48.44	973	34.50	465	16.49	16	0.57	393	13.94	2820
Jackson	3792	41.37	3976	43.38	1381	15.07	16	0.17	-184	-2.01	9165
Jasper	1485	49.12	1153	38.14	373	12.34	12	0.40	332	10.98	3023
Jeff_Davis	2031	41.01	1947	39.32	958	19.35	16	0.32	84	1.70	4952
