County GOP_PCT GOP_NUM DEM_PCT DEM_NUM IND_PCT IND_NUM OTH_PCT OTH_NUM Margin_PCT Margin_NUM 
Mitchell	62.79	4405	24.62	1727	12.50	877	0.09	6	38.18	2678
Avery	57.39	3895	25.86	1755	16.55	1123	0.21	14	31.53	2140
Yadkin	56.34	7311	30.15	3913	13.29	1725	0.22	28	26.18	3398
Gaston	56.51	34714	31.12	19121	12.19	7490	0.18	110	25.38	15593
Davie	54.86	6796	29.67	3675	15.36	1903	0.10	13	25.20	3121
Randolph	53.20	20697	28.98	11274	17.66	6870	0.16	61	24.22	9423
Wilkes	52.57	12547	33.48	7991	13.86	3307	0.10	23	19.09	4556
Henderson	51.43	17010	32.50	10747	15.90	5260	0.17	55	18.94	6263
Cabarrus	51.75	21281	32.86	13513	15.20	6251	0.19	78	18.89	7768
Catawba	51.54	25466	33.06	16334	15.23	7523	0.17	86	18.48	9132
Union	51.71	16542	33.72	10789	14.38	4601	0.19	60	17.98	5753
Davidson	50.01	24869	33.11	16462	16.74	8324	0.14	70	16.91	8407
Rowan	49.84	21297	33.48	14308	16.51	7053	0.17	74	16.36	6989
Iredell	49.80	19411	34.03	13263	15.92	6204	0.26	102	15.77	6148
Onslow	48.70	11842	33.08	8045	18.04	4387	0.18	44	15.61	3797
Stanly	50.91	11030	35.70	7735	13.18	2855	0.20	44	15.21	3295
Wayne	52.29	14397	37.44	10307	10.16	2798	0.11	30	14.86	4090
Alexander	49.64	6764	35.59	4849	14.69	2002	0.08	11	14.05	1915
Caldwell	49.04	12543	35.32	9033	15.50	3965	0.14	35	13.72	3510
Johnston	48.67	15418	35.62	11284	15.59	4939	0.12	38	13.05	4134
Lincoln	49.29	11018	36.46	8150	14.06	3142	0.20	45	12.83	2868
Nash	48.34	14446	36.17	10809	15.20	4544	0.29	87	12.17	3637
Alamance	48.33	20637	36.35	15521	15.09	6444	0.23	99	11.98	5116
Carteret	47.36	10334	36.79	8028	15.59	3401	0.26	56	10.57	2306
Moore	46.81	12448	36.29	9649	16.73	4448	0.17	46	10.53	2799
Graham	49.51	1919	40.02	1551	10.40	403	0.08	3	9.49	368
Rutherford	47.95	9748	38.64	7855	13.26	2695	0.15	31	9.31	1893
Stokes	47.90	7979	38.80	6463	13.11	2183	0.19	32	9.10	1516
New_Hanover	46.67	24338	38.91	20291	14.19	7401	0.24	124	7.76	4047
Clay	47.73	1890	40.40	1600	11.74	465	0.13	5	7.32	290
Polk	45.77	3448	39.02	2939	15.05	1134	0.16	12	6.76	509
Transylvania	45.55	5984	38.97	5120	15.27	2006	0.21	27	6.58	864
Surry	46.33	10866	40.05	9392	13.49	3164	0.13	31	6.28	1474
Craven	45.77	11575	39.54	9998	14.55	3679	0.14	35	6.24	1577
Harnett	46.58	9751	40.48	8473	12.82	2684	0.11	24	6.11	1278
McDowell	45.81	6090	39.93	5309	14.15	1881	0.11	15	5.87	781
Beaufort	45.91	7337	40.33	6445	13.60	2174	0.15	24	5.58	892
Lee	45.42	6658	39.92	5852	14.50	2125	0.16	24	5.50	806
Ashe	46.97	5200	41.77	4624	11.02	1220	0.23	26	5.20	576
Currituck	41.31	2188	36.53	1935	21.96	1163	0.21	11	4.78	253
Dare	40.73	4357	36.70	3925	22.33	2388	0.24	26	4.04	432
Cherokee	45.91	4021	42.09	3686	11.87	1040	0.13	11	3.83	335
Forsyth	45.40	52787	42.15	49006	12.27	14262	0.19	219	3.25	3781
Burke	44.48	13397	41.71	12565	13.69	4124	0.12	36	2.76	832
Cleveland	44.72	13650	42.71	13037	12.40	3784	0.17	51	2.01	613
Macon	42.53	4797	41.00	4624	16.22	1829	0.26	29	1.53	173
Person	43.60	4460	42.26	4323	13.99	1431	0.16	16	1.34	137
Mecklenburg	43.57	99496	42.50	97065	13.70	31283	0.23	531	1.06	2431
Lenoir	45.02	8932	44.32	8793	10.62	2107	0.05	10	0.70	139
Wilson	44.36	10176	44.06	10105	11.47	2630	0.11	26	0.31	71
Wake	41.84	86798	42.89	88979	15.01	31140	0.27	550	-1.05	-2181
Watauga	41.09	7899	42.98	8262	15.64	3007	0.30	57	-1.89	-363
Buncombe	40.92	30892	43.65	32955	15.21	11481	0.22	164	-2.73	-2063
Yancey	43.38	3994	46.54	4285	9.96	917	0.13	12	-3.16	-291
Pitt	41.63	16609	45.02	17959	13.19	5262	0.16	65	-3.38	-1350
Sampson	43.12	8007	46.84	8698	9.97	1852	0.06	11	-3.72	-691
Rockingham	40.54	12678	44.39	13880	14.94	4671	0.13	40	-3.84	-1202
Guilford	41.08	60140	45.30	66319	13.39	19601	0.23	339	-4.22	-6179
Camden	38.84	1039	43.10	1153	17.91	479	0.15	4	-4.26	-114
Cumberland	42.10	27139	46.98	30291	10.54	6792	0.38	248	-4.89	-3152
Pamlico	38.77	1929	44.80	2229	16.26	809	0.16	8	-6.03	-300
Pender	39.07	4857	46.86	5825	13.88	1725	0.19	23	-7.79	-968
Brunswick	38.40	8833	46.86	10777	14.56	3349	0.18	41	-8.45	-1944
Alleghany	39.18	1853	48.01	2271	12.68	600	0.13	6	-8.84	-418
Montgomery	38.67	3543	48.27	4422	12.94	1185	0.12	11	-9.60	-879
Perquimans	36.85	1429	46.88	1818	16.09	624	0.18	7	-10.03	-389
Greene	38.03	2180	48.29	2768	13.61	780	0.07	4	-10.26	-588
Chowan	36.86	1661	47.40	2136	15.53	700	0.20	9	-10.54	-475
Madison	39.07	3121	49.82	3980	10.73	857	0.39	31	-10.75	-859
Duplin	38.45	5286	49.58	6816	11.90	1636	0.07	9	-11.13	-1530
Swain	37.36	1640	49.59	2177	12.94	568	0.11	5	-12.23	-537
Jackson	36.99	4275	49.78	5753	13.12	1516	0.12	14	-12.79	-1478
Pasquotank	35.69	3419	49.15	4709	14.97	1434	0.20	19	-13.46	-1290
Granville	37.42	4538	50.94	6178	10.89	1321	0.75	91	-13.52	-1640
Jones	37.39	1438	51.01	1962	11.54	444	0.05	2	-13.62	-524
Martin	36.90	2958	50.76	4069	12.24	981	0.10	8	-13.86	-1111
Franklin	35.20	4669	49.13	6517	15.54	2062	0.14	18	-13.93	-1848
Vance	37.09	4747	51.55	6598	11.28	1444	0.09	11	-14.46	-1851
Haywood	34.71	7292	49.43	10385	15.72	3303	0.14	29	-14.72	-3093
Chatham	35.36	6568	51.25	9520	13.05	2425	0.34	64	-15.89	-2952
Hyde	32.34	740	52.71	1206	14.86	340	0.09	2	-20.37	-466
Washington	33.89	1780	55.24	2902	10.72	563	0.15	8	-21.36	-1122
Tyrrell	33.03	553	55.44	928	11.29	189	0.24	4	-22.40	-375
Caswell	33.40	2793	56.50	4725	9.89	827	0.22	18	-23.10	-1932
Scotland	31.84	2980	55.29	5175	12.78	1196	0.10	9	-23.45	-2195
Halifax	32.40	5769	55.94	9960	11.50	2047	0.16	28	-23.54	-4191
Durham	33.36	27581	57.24	47331	9.08	7504	0.32	268	-23.89	-19750
Bladen	31.58	3214	56.01	5700	12.26	1248	0.15	15	-24.43	-2486
Edgecombe	31.92	6275	56.84	11174	11.06	2175	0.17	33	-24.92	-4899
Gates	30.20	1158	57.54	2206	12.15	466	0.10	4	-27.33	-1048
Richmond	28.01	4356	58.91	9163	12.96	2015	0.12	19	-30.91	-4807
Hertford	28.78	2208	60.08	4609	11.03	846	0.12	9	-31.30	-2401
Columbus	28.88	5462	60.63	11469	10.38	1963	0.12	22	-31.76	-6007
Hoke	27.00	1711	58.86	3730	14.00	887	0.14	9	-31.86	-2019
Orange	27.50	13009	60.45	28595	11.70	5535	0.34	161	-32.95	-15586
Anson	27.33	2334	61.71	5269	10.79	921	0.18	15	-34.37	-2935
Robeson	25.52	7777	63.59	19378	10.75	3277	0.14	42	-38.07	-11601
Bertie	26.04	1756	64.99	4382	8.90	600	0.07	5	-38.94	-2626
Warren	24.80	1767	65.35	4656	9.73	693	0.13	9	-40.55	-2889
Northampton	23.16	1845	65.21	5195	11.50	916	0.14	11	-42.05	-3350
