Alabama AL 12 237638 5.0497 2.54531
Alaska AK 0 0 0 0
Arizona AZ 3 66562 4.50707 2.2718
Arkansas AR 9 183637 4.90097 2.47035
California CA 13 944050 1.37705 0.694106
Colorado CO 6 292053 2.05442 1.03554
Connecticut CT 7 365518 1.91509 0.965306
Delaware DE 3 94875 3.16205 1.59384
Florida FL 6 145681 4.11859 2.07599
Georgia GA 14 148251 9.44344 4.75999
Hawaii HI 0 0 0 0
Idaho ID 4 135624 2.94933 1.48662
Illinois IL 29 2094714 1.38444 0.697831
Indiana IN 15 1262964 1.18768 0.598653
Iowa IA 13 895082 1.45238 0.732076
Kansas KS 10 570318 1.75341 0.883811
Kentucky KY 13 918708 1.41503 0.71325
Louisiana LA 10 126396 7.91164 3.98788
Maine ME 6 197840 3.03275 1.52867
Maryland MD 8 428443 1.86723 0.941182
Massachusetts MA 18 993718 1.81138 0.913031
Michigan MI 15 1048411 1.43074 0.721168
Minnesota MN 12 735838 1.63079 0.822004
Mississippi MS 10 82492 12.1224 6.11033
Missouri MO 18 1332800 1.35054 0.680743
Montana MT 4 179006 2.23456 1.12634
Nebraska NE 8 382743 2.09017 1.05356
Nevada NV 3 27194 11.0318 5.56061
New_Hampshire NH 4 159092 2.51427 1.26732
New_Jersey NJ 14 903943 1.54877 0.780662
New_Mexico NM 3 105406 2.84614 1.4346
New_York NY 45 2898513 1.55252 0.782552
North_Carolina NC 12 538741 2.22741 1.12273
North_Dakota ND 5 205776 2.42983 1.22476
Ohio OH 24 2021653 1.18715 0.598386
Oklahoma OK 10 486610 2.05503 1.03584
Oregon OR 5 238522 2.09624 1.05662
Pennsylvania PA 38 1852616 2.05115 1.03389
Rhode_Island RI 5 167981 2.97653 1.50033
South_Carolina SC 9 66808 13.4714 6.79029
South_Dakota SD 5 182237 2.74368 1.38296
Tennessee TN 12 428626 2.79964 1.41117
Texas TX 20 486641 4.1098 2.07156
Utah UT 4 145828 2.74296 1.3826
Vermont VT 4 89961 4.44637 2.2412
Virginia VA 12 231033 5.19406 2.61808
Washington WA 7 398715 1.75564 0.884935
West_Virginia WV 8 509942 1.56881 0.790763
Wisconsin WI 13 701280 1.85375 0.934387
Wyoming WY 3 54700 5.48445 2.76445
TOTALS: US 531 26765180 1.98392 1
