Alabama AL 12 117959 10.173 2.88221
Alaska AK 0 0 0 0
Arizona AZ 3 23722 12.6464 3.58298
Arkansas AR 9 125104 7.19401 2.03821
California CA 13 673527 1.93014 0.546847
Colorado CO 6 266880 2.2482 0.63696
Connecticut CT 7 190398 3.67651 1.04163
Delaware DE 3 48694 6.16091 1.74551
Florida FL 6 50837 11.8024 3.34385
Georgia GA 14 121470 11.5255 3.2654
Hawaii HI 0 0 0 0
Idaho ID 4 105754 3.78236 1.07162
Illinois IL 29 1146173 2.53016 0.716844
Indiana IN 15 654474 2.29192 0.649346
Iowa IA 13 492356 2.64037 0.748069
Kansas KS 10 365497 2.736 0.775163
Kentucky KY 13 452714 2.87157 0.813573
Louisiana LA 10 79248 12.6186 3.5751
Maine ME 6 129640 4.6282 1.31126
Maryland MD 8 231981 3.44856 0.977045
Massachusetts MA 18 488056 3.6881 1.04491
Michigan MI 15 550976 2.72244 0.771321
Minnesota MN 12 334219 3.59046 1.01725
Mississippi MS 10 64483 15.5079 4.3937
Missouri MO 18 698566 2.57671 0.730033
Montana MT 4 79826 5.01089 1.41968
Nebraska NE 8 249483 3.20663 0.908502
Nevada NV 3 20115 14.9142 4.22549
New_Hampshire NH 4 87961 4.54746 1.28839
New_Jersey NJ 14 432739 3.23521 0.916599
New_Mexico NM 3 49376 6.07581 1.7214
New_York NY 45 1588315 2.83319 0.802699
North_Carolina NC 12 243776 4.92255 1.39466
North_Dakota ND 5 86580 5.775 1.63617
Ohio OH 24 1037094 2.31416 0.655647
Oklahoma OK 10 253801 3.94009 1.11631
Oregon OR 5 137040 3.64857 1.03371
Pennsylvania PA 38 1217736 3.12054 0.884111
Rhode_Island RI 5 77894 6.41897 1.81862
South_Carolina SC 9 50350 17.8748 5.06429
South_Dakota SD 5 116325 4.2983 1.21779
Tennessee TN 12 251933 4.76317 1.3495
Texas TX 20 305120 6.5548 1.8571
Utah UT 4 112386 3.55916 1.00838
Vermont VT 4 62841 6.36526 1.8034
Virginia VA 12 136975 8.76072 2.48209
Washington WA 7 322799 2.16853 0.614388
West_Virginia WV 8 268828 2.97588 0.843126
Wisconsin WI 13 399966 3.25028 0.920869
Wyoming WY 3 42296 7.09285 2.00955
TOTALS: US 531 15044278 3.52958 1
