Alabama AL 10 171699 5.82414 1.32877
Alaska AK 0 0 0 0
Arizona AZ 0 0 0 0
Arkansas AR 6 96946 6.18901 1.41201
California CA 6 155784 3.85148 0.878707
Colorado CO 3 0 0 0
Connecticut CT 6 122134 4.91263 1.12081
Delaware DE 3 24133 12.4311 2.83613
Florida FL 4 46776 8.55138 1.95098
Georgia GA 11 180690 6.08777 1.38891
Hawaii HI 0 0 0 0
Idaho ID 0 0 0 0
Illinois IL 21 554227 3.78906 0.864466
Indiana IN 15 438911 3.41755 0.779707
Iowa IA 11 292878 3.75583 0.856885
Kansas KS 5 124134 4.0279 0.918957
Kentucky KY 12 260626 4.6043 1.05046
Louisiana LA 8 145823 5.4861 1.25164
Maine ME 7 117045 5.9806 1.36446
Maryland MD 8 163759 4.88522 1.11455
Massachusetts MA 13 259620 5.00732 1.14241
Michigan MI 11 318450 3.45423 0.788076
Minnesota MN 5 124075 4.02982 0.919395
Mississippi MS 8 164776 4.85507 1.10767
Missouri MO 15 350610 4.27826 0.976076
Montana MT 0 0 0 0
Nebraska NE 3 49328 6.08173 1.38753
Nevada NV 3 19691 15.2353 3.4759
New_Hampshire NH 5 80141 6.239 1.42342
New_Jersey NJ 9 220193 4.08732 0.932514
New_Mexico NM 0 0 0 0
New_York NY 35 1015503 3.44657 0.786328
North_Carolina NC 10 233911 4.27513 0.975362
North_Dakota ND 0 0 0 0
Ohio OH 22 658649 3.34017 0.762053
Oklahoma OK 0 0 0 0
Oregon OR 3 29881 10.0398 2.29056
Pennsylvania PA 29 758993 3.82085 0.871719
Rhode_Island RI 4 26627 15.0223 3.42731
South_Carolina SC 7 182683 3.83177 0.874211
South_Dakota SD 0 0 0 0
Tennessee TN 12 222743 5.38737 1.22912
Texas TX 8 149555 5.3492 1.22041
Utah UT 0 0 0 0
Vermont VT 5 64553 7.74556 1.76713
Virginia VA 11 236288 4.65533 1.0621
Washington WA 0 0 0 0
West_Virginia WV 5 99647 5.01771 1.14478
Wisconsin WI 10 257177 3.88837 0.887124
Wyoming WY 0 0 0 0
TOTALS: US 369 8418659 4.38312 1
