Alabama AL 11 244743 4.49451 4.06089
Alaska AK 0 0 0 0
Arizona AZ 4 137634 2.90626 2.62587
Arkansas AR 9 212954 4.22626 3.81852
California CA 25 3520875 0.710051 0.641547
Colorado CO 6 505039 1.18803 1.07341
Connecticut CT 8 831990 0.96155 0.868782
Delaware DE 3 125361 2.39309 2.16221
Florida FL 8 482592 1.65771 1.49778
Georgia GA 12 328109 3.65732 3.30447
Hawaii HI 0 0 0 0
Idaho ID 4 208321 1.92011 1.73486
Illinois IL 28 4036061 0.693746 0.626815
Indiana IN 13 1672091 0.77747 0.702461
Iowa IA 10 1052599 0.950029 0.858372
Kansas KS 8 733776 1.09025 0.985065
Kentucky KY 11 867921 1.2674 1.14512
Louisiana LA 10 349383 2.86219 2.58605
Maine ME 5 296400 1.68691 1.52416
Maryland MD 8 608439 1.31484 1.18799
Massachusetts MA 16 1960665 0.81605 0.737319
Michigan MI 19 2205223 0.861591 0.778466
Minnesota MN 11 1125529 0.977318 0.883028
Mississippi MS 9 180080 4.99778 4.5156
Missouri MO 15 1572474 0.953911 0.86188
Montana MT 4 207355 1.92906 1.74295
Nebraska NE 6 563126 1.06548 0.962685
Nevada NV 3 54234 5.53158 4.9979
New_Hampshire NH 4 229625 1.74197 1.57391
New_Jersey NJ 16 1963761 0.814763 0.736156
New_Mexico NM 4 152225 2.62769 2.37418
New_York NY 47 6316790 0.744049 0.672265
North_Carolina NC 14 790554 1.77091 1.60006
North_Dakota ND 4 220171 1.81677 1.64149
Ohio OH 25 3153056 0.792882 0.716386
Oklahoma OK 10 722636 1.38382 1.25031
Oregon OR 6 480147 1.24962 1.12906
Pennsylvania PA 35 3794793 0.922316 0.833333
Rhode_Island RI 4 299276 1.33656 1.20761
South_Carolina SC 8 103375 7.73881 6.99218
South_Dakota SD 4 232076 1.72357 1.55728
Tennessee TN 12 510692 2.34975 2.12305
Texas TX 23 1150331 1.99942 1.80652
Utah UT 4 248319 1.61083 1.45542
Vermont VT 3 125361 2.39309 2.16221
Virginia VA 11 388485 2.83151 2.55833
Washington WA 8 856328 0.934221 0.844089
West_Virginia WV 8 715596 1.11795 1.01009
Wisconsin WI 12 1339152 0.896089 0.809636
Wyoming WY 3 101340 2.96033 2.67472
TOTALS: US 0 0 0 0
