Alabama AL 11 214980 5.11675 4.70177
Alaska AK 0 0 0 0
Arizona AZ 4 177065 2.25906 2.07585
Arkansas AR 9 242475 3.71172 3.41069
California CA 25 4021538 0.621653 0.571236
Colorado CO 6 515237 1.16451 1.07007
Connecticut CT 8 883518 0.905471 0.832036
Delaware DE 3 139073 2.15714 1.98219
Florida FL 8 577643 1.38494 1.27262
Georgia GA 12 418764 2.86558 2.63318
Hawaii HI 0 0 0 0
Idaho ID 4 214816 1.86206 1.71104
Illinois IL 28 3984046 0.702803 0.645804
Indiana IN 13 1656214 0.784923 0.721264
Iowa IA 10 1038264 0.963146 0.885033
Kansas KS 8 788819 1.01417 0.931919
Kentucky KY 11 822658 1.33713 1.22869
Louisiana LA 10 416336 2.40191 2.20711
Maine ME 5 264787 1.88831 1.73516
Maryland MD 8 596735 1.34063 1.2319
Massachusetts MA 16 2107146 0.759321 0.697739
Michigan MI 19 2109609 0.900641 0.827597
Minnesota MN 11 1212226 0.907421 0.833827
Mississippi MS 9 192190 4.68286 4.30307
Missouri MO 15 1578628 0.950192 0.87313
Montana MT 4 224278 1.7835 1.63885
Nebraska NE 6 488940 1.22714 1.12762
Nevada NV 3 62117 4.82959 4.4379
New_Hampshire NH 4 231440 1.72831 1.58814
New_Jersey NJ 16 1949555 0.8207 0.75414
New_Mexico NM 4 187063 2.13832 1.9649
New_York NY 47 6177337 0.760846 0.69914
North_Carolina NC 14 791209 1.76944 1.62593
North_Dakota ND 4 220716 1.81228 1.6653
Ohio OH 25 2936071 0.851478 0.782421
Oklahoma OK 10 721599 1.38581 1.27342
Oregon OR 6 524080 1.14486 1.05201
Pennsylvania PA 35 3735148 0.937045 0.861049
Rhode_Island RI 4 327702 1.22062 1.12163
South_Carolina SC 8 142571 5.61124 5.15616
South_Dakota SD 4 250105 1.59933 1.46962
Tennessee TN 12 550283 2.1807 2.00384
Texas TX 23 1249577 1.84062 1.69134
Utah UT 4 276305 1.44768 1.33027
Vermont VT 3 123382 2.43147 2.23427
Virginia VA 11 419256 2.62369 2.4109
Washington WA 8 905059 0.88392 0.812232
West_Virginia WV 8 748750 1.06845 0.981797
Wisconsin WI 12 1276800 0.93985 0.863626
Wyoming WY 3 101425 2.95785 2.71796
TOTALS: US 531 48793535 1.08826 1
