Alabama AL 10 153624 6.5094 1.63305
Alaska AK 0 0 0 0
Arizona AZ 0 0 0 0
Arkansas AR 7 125779 5.56531 1.3962
California CA 8 196988 4.06116 1.01885
Colorado CO 3 66519 4.50998 1.13145
Connecticut CT 6 137257 4.37136 1.09667
Delaware DE 3 29984 10.0053 2.51009
Florida FL 4 59990 6.66777 1.67278
Georgia GA 12 143610 8.35596 2.09631
Hawaii HI 0 0 0 0
Idaho ID 0 0 0 0
Illinois IL 22 672670 3.27055 0.820503
Indiana IN 15 495332 3.02827 0.759721
Iowa IA 13 377201 3.44644 0.86463
Kansas KS 9 265848 3.38539 0.849314
Kentucky KY 13 276481 4.70195 1.17961
Louisiana LA 8 109399 7.31267 1.83457
Maine ME 6 130491 4.59801 1.15353
Maryland MD 8 186019 4.30063 1.07893
Massachusetts MA 14 303383 4.61463 1.1577
Michigan MI 13 401186 3.24039 0.812937
Minnesota MN 7 190017 3.68388 0.924198
Mississippi MS 9 120688 7.45724 1.87084
Missouri MO 16 441268 3.62591 0.909654
Montana MT 0 0 0 0
Nebraska NE 5 134202 3.72572 0.934694
Nevada NV 3 12797 23.4428 5.88124
New_Hampshire NH 4 84586 4.72891 1.18637
New_Jersey NJ 9 260921 3.44932 0.865352
New_Mexico NM 0 0 0 0
New_York NY 36 1167169 3.08439 0.7738
North_Carolina NC 11 268356 4.09903 1.02835
North_Dakota ND 0 0 0 0
Ohio OH 23 784610 2.93139 0.735416
Oklahoma OK 0 0 0 0
Oregon OR 3 52682 5.69453 1.42862
Pennsylvania PA 30 903864 3.31908 0.832678
Rhode_Island RI 4 32771 12.2059 3.06217
South_Carolina SC 9 92812 9.69701 2.43275
South_Dakota SD 0 0 0 0
Tennessee TN 12 259978 4.61577 1.15799
Texas TX 13 325305 3.99625 1.00256
Utah UT 0 0 0 0
Vermont VT 4 59401 6.73388 1.68937
Virginia VA 12 284977 4.21086 1.0564
Washington WA 0 0 0 0
West_Virginia WV 6 132145 4.54046 1.13909
Wisconsin WI 11 319835 3.43927 0.862831
Wyoming WY 0 0 0 0
TOTALS: US 401 10060145 3.98603 1
