Alabama AL 11 564478 1.9487 2.49784
Alaska AK 3 60762 4.93729 6.3286
Arizona AZ 4 398491 1.00379 1.28665
Arkansas AR 8 428509 1.86694 2.39304
California CA 32 6506578 0.49181 0.6304
Colorado CO 6 736246 0.814945 1.04459
Connecticut CT 8 1222883 0.654192 0.838541
Delaware DE 3 196683 1.5253 1.95512
Florida FL 10 1544176 0.647595 0.830085
Georgia GA 12 733349 1.63633 2.09744
Hawaii HI 3 184705 1.62421 2.08191
Idaho ID 4 300450 1.33134 1.70651
Illinois IL 27 4757409 0.567536 0.727466
Indiana IN 13 2135360 0.608797 0.780354
Iowa IA 10 1273810 0.785046 1.00627
Kansas KS 8 928825 0.861303 1.10402
Kentucky KY 10 1124462 0.889314 1.13992
Louisiana LA 10 807891 1.23779 1.58659
Maine ME 5 421767 1.18549 1.51956
Maryland MD 9 1055349 0.852798 1.09311
Massachusetts MA 16 2469480 0.64791 0.830489
Michigan MI 20 3318097 0.602755 0.772609
Minnesota MN 11 1541887 0.713412 0.914449
Mississippi MS 8 298171 2.68302 3.43909
Missouri MO 13 1934422 0.672035 0.861412
Montana MT 4 277579 1.44103 1.84711
Nebraska NE 6 613095 0.978641 1.25442
Nevada NV 3 107267 2.79676 3.58488
New_Hampshire NH 4 295761 1.35244 1.73355
New_Jersey NJ 16 2773111 0.576969 0.739557
New_Mexico NM 4 311107 1.28573 1.64804
New_York NY 45 7291079 0.617193 0.791116
North_Carolina NC 14 1368556 1.02298 1.31125
North_Dakota ND 4 278431 1.43662 1.84145
Ohio OH 25 4161859 0.600693 0.769966
Oklahoma OK 8 903150 0.885789 1.1354
Oregon OR 6 776421 0.772777 0.990543
Pennsylvania PA 32 5006541 0.639164 0.819278
Rhode_Island RI 4 405535 0.986351 1.2643
South_Carolina SC 8 386688 2.06885 2.65184
South_Dakota SD 4 306487 1.30511 1.67289
Tennessee TN 11 1051792 1.04583 1.34054
Texas TX 24 2311084 1.03847 1.33111
Utah UT 4 374709 1.06749 1.36831
Vermont VT 3 167324 1.79293 2.29817
Virginia VA 12 771449 1.55551 1.99385
Washington WA 9 1241572 0.724887 0.929158
West_Virginia WV 8 837781 0.954903 1.22399
Wisconsin WI 12 1729082 0.69401 0.88958
Wyoming WY 3 140782 2.13095 2.73144
TOTALS: US 537 68832482 0.780155 1
