Alabama AL 12 130728 9.17936 3.2044
Alaska AK 0 0 0 0
Arizona AZ 3 58021 5.17053 1.80497
Arkansas AR 9 170104 5.29088 1.84698
California CA 13 999603 1.30052 0.453995
Colorado CO 6 294375 2.03822 0.711517
Connecticut CT 7 213874 3.27295 1.14255
Delaware DE 3 51810 5.79038 2.02135
Florida FL 6 80734 7.4318 2.59435
Georgia GA 14 160681 8.71291 3.04157
Hawaii HI 0 0 0 0
Idaho ID 4 134615 2.97143 1.03729
Illinois IL 29 2192707 1.32257 0.461693
Indiana IN 15 718848 2.08667 0.728431
Iowa IA 13 513942 2.52947 0.883007
Kansas KS 10 629813 1.58777 0.554271
Kentucky KY 13 520078 2.49962 0.872586
Louisiana LA 10 92982 10.7548 3.75437
Maine ME 6 136314 4.4016 1.53654
Maryland MD 8 262039 3.05298 1.06576
Massachusetts MA 18 531823 3.38458 1.18152
Michigan MI 15 650973 2.30424 0.804382
Minnesota MN 12 387364 3.09786 1.08142
Mississippi MS 10 86679 11.5368 4.02735
Missouri MO 18 786769 2.28784 0.798657
Montana MT 4 177679 2.25125 0.785884
Nebraska NE 8 287315 2.7844 0.972
Nevada NV 3 33316 9.00466 3.14342
New_Hampshire NH 4 89127 4.48797 1.56669
New_Jersey NJ 14 494442 2.83147 0.988431
New_Mexico NM 3 66787 4.49189 1.56806
New_York NY 45 1706305 2.63728 0.920642
North_Carolina NC 12 289837 4.14026 1.44531
North_Dakota ND 5 115390 4.33313 1.51264
Ohio OH 24 1165086 2.05993 0.719096
Oklahoma OK 10 292753 3.41585 1.19243
Oregon OR 5 261650 1.91095 0.667089
Pennsylvania PA 38 1297189 2.92941 1.02262
Rhode_Island RI 5 87816 5.69372 1.98761
South_Carolina SC 9 63952 14.073 4.91271
South_Dakota SD 5 128942 3.87771 1.35366
Tennessee TN 12 272190 4.40868 1.53902
Texas TX 20 372467 5.3696 1.87446
Utah UT 4 143146 2.79435 0.975473
Vermont VT 4 64475 6.20395 2.16572
Virginia VA 12 152025 7.89343 2.7555
Washington WA 7 380994 1.8373 0.641379
West_Virginia WV 8 289852 2.76003 0.963492
Wisconsin WI 13 447134 2.90741 1.01494
Wyoming WY 3 51840 5.78703 2.02018
TOTALS: US 531 18536585 2.86461 1
