Alabama AL 11 294219 3.73871 3.51356
Alaska AK 0 0 0 0
Arizona AZ 3 150039 1.99948 1.87907
Arkansas AR 9 200743 4.48334 4.21335
California CA 22 3268791 0.673032 0.632501
Colorado CO 6 549004 1.09289 1.02708
Connecticut CT 8 781502 1.02367 0.962024
Delaware DE 3 136374 2.19983 2.06735
Florida FL 7 485492 1.44184 1.35501
Georgia GA 12 312551 3.83937 3.60816
Hawaii HI 0 0 0 0
Idaho ID 4 235168 1.70091 1.59848
Illinois IL 29 4217935 0.68754 0.646136
Indiana IN 14 1782747 0.785305 0.738013
Iowa IA 11 1215430 0.905029 0.850527
Kansas KS 9 860297 1.04615 0.98315
Kentucky KY 11 970063 1.13395 1.06566
Louisiana LA 10 372305 2.68597 2.52422
Maine ME 5 320840 1.55841 1.46456
Maryland MD 8 660117 1.21191 1.13893
Massachusetts MA 17 2026993 0.838681 0.788175
Michigan MI 19 2085929 0.910865 0.856012
Minnesota MN 11 1251188 0.879164 0.82622
Mississippi MS 9 175824 5.11875 4.81049
Missouri MO 15 1833729 0.818005 0.768744
Montana MT 4 247873 1.61373 1.51655
Nebraska NE 7 615878 1.13659 1.06814
Nevada NV 3 53174 5.64184 5.30208
New_Hampshire NH 4 235419 1.6991 1.59678
New_Jersey NJ 16 1974214 0.810449 0.761643
New_Mexico NM 3 183258 1.63704 1.53846
New_York NY 47 6301596 0.745843 0.700928
North_Carolina NC 13 822648 1.58026 1.4851
North_Dakota ND 4 280775 1.42463 1.33884
Ohio OH 26 3319912 0.783153 0.735991
Oklahoma OK 11 826212 1.33138 1.2512
Oregon OR 5 481240 1.03898 0.976412
Pennsylvania PA 36 4078714 0.882631 0.829478
Rhode_Island RI 4 321148 1.24553 1.17052
South_Carolina SC 8 99832 8.01345 7.53087
South_Dakota SD 4 308427 1.2969 1.2188
Tennessee TN 11 522823 2.10396 1.97726
Texas TX 23 1124531 2.0453 1.92213
Utah UT 4 247819 1.61408 1.51688
Vermont VT 3 143062 2.09699 1.97071
Virginia VA 11 346607 3.17362 2.9825
Washington WA 8 793833 1.00777 0.947081
West_Virginia WV 8 868076 0.921578 0.86608
Wisconsin WI 12 1405522 0.853775 0.80236
Wyoming WY 3 112240 2.67284 2.51188
TOTALS: US 531 49902113 1.06408 1
