Alabama AL 11 159692 6.88826 2.157
Alaska AK 0 0 0 0
Arizona AZ 0 0 0 0
Arkansas AR 8 127866 6.25654 1.95919
California CA 9 302318 2.977 0.932224
Colorado CO 4 221408 1.80662 0.565728
Connecticut CT 6 180195 3.32972 1.04267
Delaware DE 3 41989 7.14471 2.23731
Florida FL 4 39649 10.0885 3.15913
Georgia GA 13 121410 10.7075 3.35297
Hawaii HI 0 0 0 0
Idaho ID 3 57914 5.18009 1.6221
Illinois IL 24 1131897 2.12033 0.663964
Indiana IN 15 664094 2.25872 0.7073
Iowa IA 13 530355 2.45119 0.76757
Kansas KS 10 353766 2.82673 0.885168
Kentucky KY 13 468265 2.77621 0.869348
Louisiana LA 8 67906 11.781 3.68913
Maine ME 6 105693 5.67681 1.77765
Maryland MD 8 264434 3.02533 0.947358
Massachusetts MA 15 414804 3.61616 1.13237
Michigan MI 14 544379 2.57174 0.80532
Minnesota MN 9 316311 2.8453 0.890983
Mississippi MS 9 59055 15.24 4.77228
Missouri MO 17 683656 2.48663 0.778668
Montana MT 3 63856 4.69806 1.47116
Nebraska NE 8 241430 3.31359 1.03762
Nevada NV 3 10196 29.423 9.21358
New_Hampshire NH 4 92364 4.33069 1.35612
New_Jersey NJ 10 401050 2.49345 0.780804
New_Mexico NM 0 0 0 0
New_York NY 36 1548042 2.32552 0.728218
North_Carolina NC 11 292518 3.76045 1.17755
North_Dakota ND 3 57791 5.19111 1.62555
Ohio OH 23 1040073 2.21138 0.692476
Oklahoma OK 0 0 0 0
Oregon OR 4 83251 4.80474 1.50457
Pennsylvania PA 32 1173210 2.72756 0.854113
Rhode_Island RI 4 56548 7.07362 2.21505
South_Carolina SC 9 50812 17.7123 5.54646
South_Dakota SD 4 96124 4.16129 1.30307
Tennessee TN 12 273860 4.3818 1.37213
Texas TX 15 423706 3.54019 1.10858
Utah UT 3 93189 3.21926 1.00809
Vermont VT 4 56212 7.11591 2.22829
Virginia VA 12 264208 4.54187 1.42225
Washington WA 4 107524 3.7201 1.16492
West_Virginia WV 6 220796 2.71744 0.850944
Wisconsin WI 12 442501 2.71186 0.849197
Wyoming WY 3 24687 12.1521 3.80533
TOTALS: US 447 13997429 3.19344 1
