Alabama	11	-	-	-	40930	19.04	-	171443	79.75	11	1522	0.71	-	-	-	-	1085	0.50	-	-130513	-60.71	214980	AL
Arizona	4	95251	53.79	4	77597	43.82	-	-	-	-	3310	1.87	-	-	-	-	907	0.51	-	17654	9.97	177065	AZ
Arkansas	9	149659	61.72	9	50959	21.02	-	40068	16.52	-	751	0.31	-	1037	0.43	-	1	0.00	-	98700	40.71	242475	AR
California	25	1913134	47.57	25	1895269	47.13	-	1228	0.03	-	190381	4.73	-	3459	0.09	-	18067	0.45	-	17865	0.44	4021538	CA
Colorado	6	267288	51.88	6	239714	46.52	-	-	-	-	6115	1.19	-	1678	0.33	-	442	0.09	-	27574	5.35	515237	CO
Connecticut	8	423297	47.91	-	437754	49.55	8	-	-	-	13713	1.55	-	6964	0.79	-	1790	0.20	-	-14457	-1.64	883518	CT
Delaware	3	67813	48.76	-	69588	50.04	3	-	-	-	1050	0.75	-	250	0.18	-	372	0.27	-	-1775	-1.28	139073	DE
Florida	8	281988	48.82	8	194280	33.63	-	89755	15.54	-	11620	2.01	-	-	-	-	-	-	-	87708	15.18	577643	FL
Georgia	12	254646	60.81	12	76691	18.31	-	85055	20.31	-	1636	0.39	-	3	0.00	-	733	0.18	-	169591	40.50	418764	GA
Idaho	4	107370	49.98	4	101514	47.26	-	-	-	-	4972	2.31	-	332	0.15	-	628	0.29	-	5856	2.73	214816	ID
Illinois	28	1994715	50.07	28	1961103	49.22	-	-	-	-	-	-	-	11522	0.29	-	16706	0.42	-	33612	0.84	3984046	IL
Indiana	13	807833	48.78	-	821079	49.58	13	-	-	-	9649	0.58	-	2179	0.13	-	15474	0.93	-	-13246	-0.80	1656214	IN
Iowa	10	522380	50.31	10	494018	47.58	-	-	-	-	12125	1.17	-	1829	0.18	-	7912	0.76	-	28362	2.73	1038264	IA
Kansas	8	351902	44.61	-	423039	53.63	8	-	-	-	4603	0.58	-	2807	0.36	-	6468	0.82	-	-71137	-9.02	788819	KS
Kentucky	11	466756	56.74	11	341210	41.48	-	10411	1.27	-	1567	0.19	-	1284	0.16	-	1430	0.17	-	125546	15.26	822658	KY
Louisiana	10	136344	32.75	-	72657	17.45	-	204290	49.07	10	3035	0.73	-	-	-	-	10	0.00	-	-67946	-16.32	416336	LA
Maine	5	111916	42.27	-	150234	56.74	5	-	-	-	1884	0.71	-	547	0.21	-	206	0.08	-	-38318	-14.47	264787	ME
Maryland	8	286521	48.01	-	294814	49.40	8	2476	0.41	-	9983	1.67	-	2941	0.49	-	-	-	-	-8293	-1.39	596735	MD
Massachusetts	16	1151788	54.66	16	909370	43.16	-	-	-	-	38157	1.81	-	-	-	-	7831	0.37	-	242418	11.50	2107146	MA
Michigan	19	1003448	47.57	-	1038595	49.23	19	-	-	-	46515	2.20	-	6063	0.29	-	14988	0.71	-	-35147	-1.67	2109609	MI
Minnesota	11	692966	57.16	11	483617	39.89	-	-	-	-	27866	2.30	-	4646	0.38	-	3131	0.26	-	209349	17.27	1212226	MN
Mississippi	9	19384	10.09	-	5043	2.62	-	167538	87.17	9	225	0.12	-	-	-	-	-	-	-	-148154	-77.09	192190	MS
Missouri	15	917315	58.11	15	655039	41.49	-	42	0.00	-	3998	0.25	-	2222	0.14	-	12	0.00	-	262276	16.61	1578628	MO
Montana	4	119071	53.09	4	96770	43.15	-	-	-	-	7313	3.26	-	695	0.31	-	429	0.19	-	22301	9.94	224278	MT
Nebraska	6	224165	45.85	-	264774	54.15	6	-	-	-	-	-	-	-	-	-	1	0.00	-	-40609	-8.31	488940	NE
Nevada	3	31291	50.37	3	29357	47.26	-	-	-	-	1469	2.36	-	-	-	-	-	-	-	1934	3.11	62117	NV
New_Hampshire	4	107995	46.66	-	121299	52.41	4	7	0.00	-	1970	0.85	-	86	0.04	-	83	0.04	-	-13304	-5.75	231440	NH
New_Jersey	16	895455	45.93	-	981124	50.33	16	-	-	-	42683	2.19	-	10521	0.54	-	19772	1.01	-	-85669	-4.39	1949555	NJ
New_Mexico	4	105464	56.38	4	80303	42.93	-	-	-	-	1037	0.55	-	83	0.04	-	176	0.09	-	25161	13.45	187063	NM
New_York	47	2780204	45.01	-	2841163	45.99	47	-	-	-	509559	8.25	-	40879	0.66	-	5532	0.09	-	-60959	-0.98	6177337	NY
North_Carolina	14	459070	58.02	14	258572	32.68	-	69652	8.80	-	3915	0.49	-	-	-	-	-	-	-	200498	25.34	791209	NC
North_Dakota	4	95812	43.41	-	115139	52.17	4	374	0.17	-	8391	3.80	-	1000	0.45	-	-	-	-	-19327	-8.76	220716	ND
Ohio	25	1452791	49.48	25	1445684	49.24	-	-	-	-	37596	1.28	-	-	-	-	-	-	-	7107	0.24	2936071	OH
Oklahoma	10	452782	62.75	10	268817	37.25	-	-	-	-	-	-	-	-	-	-	-	-	-	183965	25.49	721599	OK
