Alabama	12	120725	48.49	-	127797	51.33	12	460	0.18	-	-	-	-	-	-	-	-7072	-2.84	248982	AL
Arizona	3	52533	57.57	3	38537	42.23	-	-	-	-	184	0.20	-	-	-	-	13996	15.34	91254	AZ
Arkansas	9	77751	39.33	-	119196	60.29	9	429	0.22	-	317	0.16	-	-	-	-	-41445	-20.96	197693	AR
California	13	1162323	64.69	13	614365	34.19	-	19595	1.09	-	112	0.01	-	-	-	-	547958	30.50	1796656	CA
Colorado	6	253872	64.72	6	133131	33.94	-	3472	0.89	-	675	0.17	-	-	-	-	120741	30.78	392242	CO
Connecticut	7	296614	53.63	7	252040	45.57	-	3019	0.55	-	730	0.13	-	622	0.11	-	44574	8.06	553031	CT
Delaware	3	68860	65.03	3	36643	34.60	-	329	0.31	-	59	0.06	-	-	-	-	32217	30.42	105891	DE
Florida	6	144168	56.83	6	101764	40.12	-	4036	1.59	-	3704	1.46	-	-	-	-	42404	16.72	253672	FL
Georgia	14	99369	43.36	-	129602	56.56	14	124	0.05	-	64	0.03	-	-	-	-	-30233	-13.19	229159	GA
Idaho	4	97322	64.22	4	52926	34.93	-	1293	0.85	-	-	-	-	-	-	-	44396	29.30	151541	ID
Illinois	29	1769141	56.93	29	1313817	42.28	-	19138	0.62	-	3581	0.12	-	1812	0.06	-	455324	14.65	3107489	IL
Indiana	15	848290	59.68	15	562691	39.59	-	3871	0.27	-	321	0.02	-	645	0.05	-	285599	20.09	1421314	IN
Iowa	13	623570	61.77	13	379311	37.57	-	2960	0.29	-	328	0.03	-	230	0.02	-	244259	24.20	1009489	IA
Kansas	10	513672	72.02	10	193003	27.06	-	6205	0.87	-	320	0.04	-	-	-	-	320669	44.96	713200	KS
Kentucky	13	558064	59.33	13	381070	40.51	-	837	0.09	-	293	0.03	-	340	0.04	-	176994	18.82	940604	KY
Louisiana	10	51160	23.70	-	164655	76.29	10	-	-	-	-	-	-	-	-	-	-113495	-52.58	215833	LA
Maine	6	179923	68.63	6	81179	30.96	-	1068	0.41	-	-	-	-	-	-	-	98744	37.66	262171	ME
Maryland	8	301479	57.06	8	223626	42.33	-	1701	0.32	-	636	0.12	-	906	0.17	-	77853	14.74	528348	MD
Massachusetts	18	775566	49.15	-	792758	50.24	18	6262	0.40	-	2461	0.16	-	772	0.05	-	-17192	-1.09	1577823	MA
Michigan	15	965396	70.36	15	396762	28.92	-	3516	0.26	-	2881	0.21	-	799	0.06	-	568634	41.44	1372082	MI
Minnesota	12	560977	57.77	12	396451	40.83	-	6774	0.70	-	4853	0.50	-	1921	0.20	-	164526	16.94	970976	MN
Mississippi	10	27153	17.90	-	124539	82.10	10	-	-	-	-	-	-	-	-	-	-97386	-64.20	151692	MS
Missouri	18	834080	55.58	18	662562	44.15	-	3739	0.25	-	-	-	-	340	0.02	-	171518	11.43	1500721	MO
Montana	4	113300	58.37	4	78578	40.48	-	1667	0.86	-	563	0.29	-	-	-	-	34722	17.89	194108	MT
Nebraska	8	345745	63.19	8	197959	36.18	-	3434	0.63	-	-	-	-	-	-	-	147786	27.01	547144	NE
Nevada	3	18327	56.54	3	14090	43.46	-	-	-	-	-	-	-	-	-	-	4237	13.07	32417	NV
New_Hampshire	4	115404	58.65	4	80715	41.02	-	465	0.24	-	173	0.09	-	-	-	-	34689	17.63	196757	NH
New_Jersey	14	925285	59.77	14	616162	39.80	-	4866	0.31	-	1240	0.08	-	488	0.03	-	309123	19.97	1548195	NJ
New_Mexico	3	69645	59.01	3	48211	40.85	-	-	-	-	158	0.13	-	-	-	-	21434	18.16	118014	NM
New_York	45	2193344	49.79	45	2089863	47.44	-	107332	2.44	-	10876	0.25	-	4211	0.10	-	103481	2.35	4405626	NY
North_Carolina	12	348923	54.94	12	286227	45.06	-	-	-	-	-	-	-	-	-	-	62696	9.87	635150	NC
North_Dakota	5	131441	54.80	5	106648	44.46	-	936	0.39	-	842	0.35	-	-	-	-	24793	10.34	239867	ND
Ohio	24	1627546	64.89	24	864210	34.45	-	8683	0.35	-	2836	0.11	-	1515	0.06	-	763336	30.43	2508346	OH
Oklahoma	10	394046	63.72	10	219174	35.44	-	3924	0.63	-	-	-	-	-	-	-	174872	28.28	618427	OK
Oregon	5	205341	64.18	5	109223	34.14	-	2720	0.85	-	1094	0.34	-	1564	0.49	-	96118	30.04	319942	OR
Pennsylvania	38	2055382	65.24	38	1067586	33.89	-	18647	0.59	-	4726	0.15	-	380	0.01	-	987796	31.35	3150610	PA
Rhode_Island	5	117522	49.55	-	118973	50.16	5	-	-	-	283	0.12	-	416	0.18	-	-1451	-0.61	237194	RI
South_Carolina	9	5858	8.54	-	62700	91.39	9	47	0.07	-	-	-	-	-	-	-	-56842	-82.85	68605	SC
South_Dakota	5	157603	60.18	5	102660	39.20	-	443	0.17	-	232	0.09	-	-	-	-	54943	20.98	261865	SD
Tennessee	12	195388	53.76	12	167343	46.04	-	631	0.17	-	111	0.03	-	-	-	-	28045	7.72	363473	TN
Texas	20	367036	51.77	20	341032	48.10	-	722	0.10	-	209	0.03	-	-	-	-	26004	3.67	708999	TX
Utah	4	94618	53.58	4	80985	45.86	-	954	0.54	-	46	0.03	-	-	-	-	13633	7.72	176603	UT
Vermont	4	90404	66.87	4	44440	32.87	-	-	-	-	-	-	-	-	-	-	45964	34.00	135191	VT
Virginia	12	164609	53.91	12	140146	45.90	-	250	0.08	-	173	0.06	-	180	0.06	-	24463	8.01	305358	VA
Washington	7	335844	67.06	7	156772	31.30	-	2615	0.52	-	1541	0.31	-	4068	0.81	-	179072	35.75	500840	WA
West_Virginia	8	375551	58.43	8	263784	41.04	-	1313	0.20	-	401	0.06	-	-	-	-	111767	17.39	642752	WV
Wisconsin	13	544205	53.52	13	450259	44.28	-	18213	1.79	-	1528	0.15	-	381	0.04	-	93946	9.24	1016831	WI
Wyoming	3	52748	63.68	3	29299	35.37	-	788	0.95	-	-	-	-	-	-	-	23449	28.31	82835	WY
TOTALS:	531	21427123	58.21	444	15015464	40.80	87	267478	0.73	-	48551	0.13	-	21590	0.06	-	6411659	17.42	36807012	US
