Alabama	12	82438	69.89	12	22680	19.23	-	9807	8.31	-	3029	2.57	-	-	-	-	-	-	-	59758	50.66	117959	AL
Arizona	3	10324	43.52	3	6949	29.29	-	3021	12.74	-	3163	13.33	-	265	1.12	-	-	-	-	3375	14.23	23722	AZ
Arkansas	9	68814	55.01	9	21644	17.30	-	25585	20.45	-	8153	6.52	-	908	0.73	-	-	-	-	43229	34.55	125104	AR
California	13	283436	41.81	2	283610	41.83	11	3914	0.58	-	79201	11.68	-	23366	3.45	-	-	-	-	-174	-0.03	673527	CA
Colorado	6	114232	42.80	6	72306	27.09	-	58386	21.88	-	16418	6.15	-	5063	1.90	-	475	0.18	-	41926	15.71	266880	CO
Connecticut	7	74561	39.16	7	34129	17.92	-	68324	35.88	-	10056	5.28	-	2068	1.09	-	1260	0.66	-	6237	3.28	190398	CT
Delaware	3	22631	46.48	3	8886	18.25	-	15998	32.85	-	556	1.14	-	623	1.28	-	-	-	-	6633	13.62	48694	DE
Florida	6	35343	69.52	6	4555	8.96	-	4279	8.42	-	4806	9.45	-	1854	3.65	-	-	-	-	30537	60.07	50837	FL
Georgia	14	93087	76.63	14	21985	18.10	-	5191	4.27	-	1058	0.87	-	149	0.12	-	-	-	-	71102	58.53	121470	GA
Idaho	4	33921	32.08	4	25527	24.14	-	32810	31.02	-	11960	11.31	-	1536	1.45	-	-	-	-	1111	1.05	105754	ID
Illinois	29	405048	35.34	29	386478	33.72	-	253593	22.13	-	81278	7.09	-	15710	1.37	-	4066	0.35	-	18570	1.62	1146173	IL
Indiana	15	281890	43.07	15	162007	24.75	-	151267	23.11	-	36931	5.64	-	19249	2.94	-	3130	0.48	-	119883	18.32	654474	IN
Iowa	13	185325	37.64	13	161819	32.87	-	119805	24.33	-	16967	3.45	-	8440	1.71	-	-	-	-	23506	4.77	492356	IA
Kansas	10	143663	39.30	10	120210	32.88	-	74845	20.47	-	26779	7.33	-	-	-	-	-	-	-	23453	6.42	365497	KS
Kentucky	13	219484	48.48	13	101766	22.48	-	115510	25.52	-	11646	2.57	-	3253	0.72	-	1055	0.23	-	103974	22.97	452714	KY
Louisiana	10	60871	76.81	10	9283	11.71	-	3833	4.84	-	5261	6.64	-	-	-	-	-	-	-	51588	65.10	79248	LA
Maine	6	51113	39.43	6	48495	37.41	-	26545	20.48	-	2541	1.96	-	946	0.73	-	-	-	-	2618	2.02	129640	ME
Maryland	8	112674	48.57	8	57789	24.91	-	54956	23.69	-	3996	1.72	-	2244	0.97	-	322	0.14	-	54885	23.66	231981	MD
Massachusetts	18	173408	35.53	18	142228	29.14	-	155948	31.95	-	12616	2.58	-	2754	0.56	-	1102	0.23	-	17460	3.58	488056	MA
Michigan	15	150751	27.36	-	214584	38.95	15	152244	27.63	-	23211	4.21	-	8934	1.62	-	1252	0.23	-	-62340	-11.31	550976	MI
Minnesota	12	106426	31.84	-	125856	37.66	12	64334	19.25	-	27505	8.23	-	7886	2.36	-	2212	0.66	-	-19430	-5.81	334219	MN
Mississippi	10	57324	88.90	10	3549	5.50	-	1560	2.42	-	2050	3.18	-	-	-	-	-	-	-	53775	83.39	64483	MS
Missouri	18	330746	47.35	18	124375	17.80	-	207821	29.75	-	28466	4.07	-	5380	0.77	-	1778	0.25	-	122925	17.60	698566	MO
Montana	4	27941	35.00	4	22456	28.13	-	18512	23.19	-	10885	13.64	-	32	0.04	-	-	-	-	5485	6.87	79826	MT
Nebraska	8	109008	43.69	8	72681	29.13	-	54226	21.74	-	10185	4.08	-	3383	1.36	-	-	-	-	36327	14.56	249483	NE
Nevada	3	7986	39.70	3	5620	27.94	-	3196	15.89	-	3313	16.47	-	-	-	-	-	-	-	2366	11.76	20115	NV
New_Hampshire	4	34724	39.48	4	17794	20.23	-	32927	37.43	-	1981	2.25	-	535	0.61	-	-	-	-	1797	2.04	87961	NH
New_Jersey	14	178289	41.20	14	145410	33.60	-	88835	20.53	-	15948	3.69	-	2936	0.68	-	1321	0.31	-	32879	7.60	432739	NJ
New_Mexico	3	20437	41.39	3	8347	16.90	-	17733	35.91	-	2859	5.79	-	-	-	-	-	-	-	2704	5.48	49376	NM
New_York	45	655573	41.27	45	390093	24.56	-	455487	28.68	-	63434	3.99	-	19455	1.22	-	4273	0.27	-	200086	12.60	1588315	NY
North_Carolina	12	144407	59.24	12	69135	28.36	-	29129	11.95	-	987	0.40	-	118	0.05	-	-	-	-	75272	30.88	243776	NC
North_Dakota	5	29555	34.14	5	25726	29.71	-	23090	26.67	-	6966	8.05	-	1243	1.44	-	-	-	-	3829	4.42	86580	ND
Ohio	24	424834	40.96	24	229807	22.16	-	278168	26.82	-	90144	8.69	-	11511	1.11	-	2630	0.25	-	146666	14.14	1037094	OH
Oklahoma	10	119156	46.95	10	-	-	-	90786	35.77	-	41674	16.42	-	2185	0.86	-	-	-	-	28370	11.18	253801	OK
Oregon	5	47064	34.34	5	37600	27.44	-	34673	25.30	-	13343	9.74	-	4360	3.18	-	-	-	-	9464	6.91	137040	OR
Pennsylvania	38	395637	32.49	-	444894	36.53	38	273360	22.45	-	83614	6.87	-	19525	1.60	-	706	0.06	-	-49257	-4.04	1217736	PA
Rhode_Island	5	30412	39.04	5	16878	21.67	-	27703	35.56	-	2049	2.63	-	616	0.79	-	236	0.30	-	2709	3.48	77894	RI
South_Carolina	9	48357	95.94	9	1293	2.57	-	536	1.06	-	164	0.33	-	-	-	-	-	-	-	47064	93.37	50350	SC
South_Dakota	5	48942	42.07	-	58811	50.56	5	-	-	-	4662	4.01	-	3910	3.36	-	-	-	-	-9869	-8.48	116325	SD
Tennessee	12	133021	52.80	12	54041	21.45	-	60475	24.00	-	3564	1.41	-	832	0.33	-	-	-	-	72546	28.80	251933	TN
Texas	20	221589	72.62	20	28853	9.46	-	26755	8.77	-	25743	8.44	-	1738	0.57	-	442	0.14	-	192736	63.17	305120	TX
Utah	4	36579	32.55	-	24174	21.51	-	42100	37.46	4	9023	8.03	-	-	-	-	510	0.45	-	-5521	-4.91	112386	UT
Vermont	4	15354	24.43	-	22132	35.22	-	23332	37.13	4	928	1.48	-	1095	1.74	-	-	-	-	-1200	-1.91	62841	VT
Virginia	12	90332	65.95	12	21776	15.90	-	23288	17.00	-	820	0.60	-	709	0.52	-	50	0.04	-	67044	48.95	136975	VA
Washington	7	86840	26.90	-	113698	35.22	7	70445	21.82	-	40134	12.43	-	9810	3.04	-	1872	0.58	-	-26858	-8.32	322799	WA
West_Virginia	8	113197	42.11	8	79112	29.43	-	56754	21.11	-	15248	5.67	-	4517	1.68	-	-	-	-	34085	12.68	268828	WV
Wisconsin	13	164230	41.06	13	62448	15.61	-	130596	32.65	-	33476	8.37	-	8584	2.15	-	632	0.16	-	33634	8.41	399966	WI
Wyoming	3	15310	36.20	3	9232	21.83	-	14560	34.42	-	2760	6.53	-	434	1.03	-	-	-	-	750	1.77	42296	WY
TOTALS:	531	6296284	41.84	435	4122721	27.40	88	3486242	23.17	8	901551	5.99	-	208156	1.38	-	29324	0.19	-	2173563	14.44	15044278	US
