Alabama	11	22472	20.66	-	79797	73.35	11	853	0.78	-	612	0.56	-	5051	4.64	-	-	-	-	-57325	-52.70	108785	AL
Arkansas	9	46860	40.25	-	64434	55.35	9	1816	1.56	-	993	0.85	-	2318	1.99	-	-	-	-	-17574	-15.10	116421	AR
California	10	205226	61.84	10	89404	26.94	-	29535	8.90	-	7380	2.22	-	2	0.00	-	-	-	-	115822	34.90	331878	CA
Colorado	5	134661	55.26	5	100105	41.08	-	4304	1.77	-	3438	1.41	-	824	0.34	-	335	0.14	-	34556	14.18	243667	CO
Connecticut	7	111089	58.12	7	72909	38.15	-	4543	2.38	-	1506	0.79	-	495	0.26	-	575	0.30	-	38180	19.98	191128	CT
Delaware	3	23705	54.05	3	19347	44.11	-	146	0.33	-	607	1.38	-	51	0.12	-	-	-	-	4358	9.94	43856	DE
Florida	5	8314	21.48	-	26449	68.33	5	2337	6.04	-	-	-	-	1605	4.15	-	-	-	-	-18135	-46.85	38705	FL
Georgia	13	24004	18.33	-	83466	63.72	13	196	0.15	-	685	0.52	-	22635	17.28	-	-	-	-	-59462	-45.40	130986	GA
Idaho	3	47783	65.84	3	18480	25.46	-	4949	6.82	-	1013	1.40	-	353	0.49	-	-	-	-	29303	40.37	72578	ID
Illinois	27	632645	58.77	27	327606	30.43	-	69225	6.43	-	34770	3.23	-	6725	0.62	-	4698	0.44	-	305039	28.34	1076499	IL
Indiana	15	368289	53.99	15	274345	40.22	-	12013	1.76	-	23496	3.44	-	2444	0.36	-	1598	0.23	-	93944	13.77	682185	IN
Iowa	13	308158	63.39	13	149276	30.71	-	14849	3.05	-	11603	2.39	-	2207	0.45	-	-	-	-	158882	32.69	486093	IA
Kansas	10	212955	64.81	10	86174	26.23	-	15869	4.83	-	7306	2.22	-	6257	1.90	-	-	-	-	126781	38.59	328561	KS
Kentucky	13	205457	47.13	-	217170	49.82	13	3599	0.83	-	6603	1.51	-	2521	0.58	-	596	0.14	-	-11713	-2.69	435946	KY
Louisiana	9	5205	9.66	-	47708	88.50	9	995	1.85	-	-	-	-	-	-	-	-	-	-	-42503	-78.84	53908	LA
Maine	6	65432	67.44	6	27642	28.49	-	2102	2.17	-	1510	1.56	-	337	0.35	-	-	-	-	37790	38.95	97023	ME
Maryland	8	109497	48.83	1	109446	48.81	7	2247	1.00	-	3034	1.35	-	1	0.00	-	-	-	-	51	0.02	224229	MD
Massachusetts	16	257822	57.92	16	165746	37.24	-	13604	3.06	-	4279	0.96	-	1294	0.29	-	2359	0.53	-	92076	20.69	445109	MA
Michigan	14	364957	69.51	14	135392	25.79	-	9042	1.72	-	13441	2.56	-	1159	0.22	-	1036	0.20	-	229565	43.72	525027	MI
Minnesota	11	216651	73.98	11	55187	18.84	-	11692	3.99	-	6253	2.14	-	2103	0.72	-	974	0.33	-	161464	55.13	292860	MN
