Wayne	2084	68.69	950	31.31	0	0	1134	37.38	3034
Webster	295	85.26	51	14.74	0	0	244	70.52	346
Wheeler	993	86.88	150	13.12	0	0	843	73.75	1143
White	1100	70.11	469	29.89	0	0	631	40.22	1569
Whitfield	4264	50.35	4205	49.65	0	0	59	0.70	8469
Wilcox	1686	87.90	232	12.10	0	0	1454	75.81	1918
Wilkes	1714	84.06	305	14.96	20	0.98	1409	69.10	2039
Wilkinson	1299	76.68	393	23.20	2	0.12	906	53.48	1694
Worth	2078	87.49	293	12.34	4	0.17	1785	75.16	2375
Totals	444688	66.41	222778	33.27	2189	0.33	221910	33.14	669655
