Appling	1719	72.56	506	21.36	144	6.08	1213	51.20	2369
Atkinson	1719	93.37	122	6.63	0	0	1597	86.75	1841
Bacon	2445	86.12	394	13.88	0	0	2051	72.24	2839
Baker	783	96.07	32	3.93	0	0	751	92.15	815
Baldwin	2275	67.69	1080	32.13	6	0.18	1195	35.55	3361
Banks	990	83.97	187	15.86	2	0.17	803	68.11	1179
Barrow	2266	83.68	442	16.32	0	0	1824	67.36	2708
Bartow	3640	70.32	1536	29.68	0	0	2104	40.65	5176
Ben_Hill	2150	79.39	554	20.46	4	0.15	1596	58.94	2708
Berrien	2403	93.47	167	6.50	1	0.04	2236	86.97	2571
Bibb	15382	67.61	7368	32.39	0	0	8014	35.23	22750
Bleckley	1537	91.87	136	8.13	0	0	1401	83.74	1673
Brantley	1208	84.12	228	15.88	0	0	980	68.25	1436
Brooks	1936	77.84	534	21.47	17	0.68	1402	56.37	2487
Bryan	1242	78.81	331	21.00	3	0.19	911	57.80	1576
Bulloch	3414	79.12	901	20.88	0	0	2513	58.24	4315
Burke	1300	63.45	721	35.19	28	1.37	579	28.26	2049
Butts	1885	85.37	323	14.63	0	0	1562	70.74	2208
Calhoun	1094	90.71	107	8.87	5	0.41	987	81.84	1206
Camden	1178	53.69	1014	46.22	2	0.09	164	7.47	2194
Candler	996	75.57	308	23.37	14	1.06	688	52.20	1318
Carroll	4855	73.93	1712	26.07	0	0	3143	47.86	6567
Catoosa	2163	60.37	1336	37.29	84	2.34	827	23.08	3583
Charlton	750	78.62	204	21.38	0	0	546	57.23	954
Chatham	9587	36.73	16512	63.27	0	0	-6925	-26.53	26099
Chattahoochee	107	71.33	43	28.67	0	0	64	42.67	150
Chattooga	3823	69.43	1682	30.55	1	0.02	2141	38.88	5506
Cherokee	2110	53.57	1829	46.43	0	0	281	7.13	3939
Clarke	4257	66.82	2107	33.07	7	0.11	2150	33.75	6371
Clay	390	78.16	103	20.64	6	1.20	287	57.52	499
Clayton	5522	77.61	1593	22.39	0	0	3929	55.22	7115
Clinch	1579	75.30	518	24.70	0	0	1061	50.60	2097
Cobb	11696	63.19	6798	36.73	16	0.09	4898	26.46	18510
Coffee	3199	84.76	574	15.21	1	0.03	2625	69.55	3774
Colquitt	4412	76.53	1336	23.17	17	0.29	3076	53.36	5765
Columbia	866	65.16	463	34.84	0	0	403	30.32	1329
Cook	2100	89.51	245	10.44	1	0.04	1855	79.07	2346
Coweta	3003	77.90	850	22.05	2	0.05	2153	55.85	3855
Crawford	779	87.23	109	12.21	5	0.56	670	75.03	893
Crisp	2526	75.04	835	24.81	5	0.15	1691	50.24	3366
Dade	863	54.41	723	45.59	0	0	140	8.83	1586
Dawson	721	54.05	613	45.95	0	0	108	8.10	1334
Decatur	3699	77.69	1062	22.31	0	0	2637	55.39	4761
DeKalb	30336	65.46	15979	34.48	26	0.06	14357	30.98	46341
Dodge	3479	82.46	738	17.49	2	0.05	2741	64.97	4219
Dooly	1851	91.41	174	8.59	0	0	1677	82.81	2025
Dougherty	4126	54.92	3248	43.23	139	1.85	878	11.69	7513
Douglas	2111	67.83	1001	32.17	0	0	1110	35.67	3112
Early	1818	90.27	193	9.58	3	0.15	1625	80.69	2014
Echols	530	79.58	134	20.12	2	0.30	396	59.46	666
Effingham	611	44.63	637	46.53	121	8.84	-26	-1.90	1369
Elbert	3635	88.98	447	10.94	3	0.07	3188	78.04	4085
Emanuel	2373	77.75	679	22.25	0	0	1694	55.50	3052
Evans	1154	76.27	356	23.53	3	0.20	798	52.74	1513
Fannin	1945	35.58	3521	64.42	0	0	-1576	-28.83	5466
Fayette	1308	90.46	138	9.54	0	0	1170	80.91	1446
Floyd	6633	52.69	5955	47.31	0	0	678	5.39	12588
Forsyth	1998	63.85	1131	36.15	0	0	867	27.71	3129
Franklin	2968	92.03	253	7.84	4	0.12	2715	84.19	3225
Fulton	52062	55.85	40966	43.95	191	0.20	11096	11.90	93219
Gilmer	1275	40.68	1857	59.25	2	0.06	-582	-18.57	3134
Glascock	314	73.88	110	25.88	1	0.24	204	48.00	425
Glynn	3071	49.78	3098	50.22	0	0	-27	-0.44	6169
Gordon	1972	65.67	1025	34.13	6	0.20	947	31.54	3003
Grady	2697	84.47	496	15.53	0	0	2201	68.93	3193
Greene	2012	78.75	541	21.17	2	0.08	1471	57.57	2555
Gwinnett	5687	79.76	1443	20.24	0	0	4244	59.52	7130
Habersham	2276	72.69	855	27.31	0	0	1421	45.38	3131
Hall	5989	68.52	2752	31.48	0	0	3237	37.03	8741
Hancock	860	70.84	354	29.16	0	0	506	41.68	1214
Haralson	2472	52.71	2218	47.29	0	0	254	5.42	4690
Harris	1328	69.86	563	29.62	10	0.53	765	40.24	1901
Hart	2016	94.51	117	5.49	0	0	1899	89.03	2133
Heard	1106	85.08	194	14.92	0	0	912	70.15	1300
Henry	2636	75.66	848	24.34	0	0	1788	51.32	3484
Houston	4483	80.76	1060	19.10	8	0.14	3423	61.66	5551
Irwin	1554	83.28	312	16.72	0	0	1242	66.56	1866
Jackson	3100	87.40	438	12.35	9	0.25	2662	75.05	3547
Jasper	962	76.96	288	23.04	0	0	674	53.92	1250
Jeff_Davis	1656	86.84	247	12.95	4	0.21	1409	73.89	1907
Jefferson	1356	72.01	515	27.35	12	0.64	841	44.66	1883
Jenkins	1000	78.62	261	20.52	11	0.86	739	58.10	1272
Johnson	1607	85.98	179	9.58	83	4.44	1428	76.40	1869
Jones	1208	75.69	382	23.93	6	0.38	826	51.75	1596
Lamar	1531	73.39	555	26.61	0	0	976	46.79	2086
Lanier	890	85.25	152	14.56	2	0.19	738	70.69	1044
Laurens	5085	81.05	1189	18.95	0	0	3896	62.10	6274
Lee	532	85.81	79	12.74	9	1.45	453	73.06	620
Liberty	892	47.98	967	52.02	0	0	-75	-4.03	1859
Lincoln	696	81.79	155	18.21	0	0	541	63.57	851
Long	1195	80.96	281	19.04	0	0	914	61.92	1476
Lowndes	3936	64.66	2135	35.07	16	0.26	1801	29.59	6087
Lumpkin	693	58.78	486	41.22	0	0	207	17.56	1179
McDuffie	1039	61.48	649	38.40	2	0.12	390	23.08	1690
McIntosh	624	41.32	886	58.68	0	0	-262	-17.35	1510
Macon	1984	84.28	363	15.42	7	0.30	1621	68.86	2354
Madison	2222	93.24	161	6.76	0	0	2061	86.49	2383
Marion	618	79.64	158	20.36	0	0	460	59.28	776
Meriwether	3137	83.97	592	15.85	7	0.19	2545	68.12	3736
Miller	1563	77.99	441	22.01	0	0	1122	55.99	2004
Mitchell	2735	87.35	382	12.20	14	0.45	2353	75.15	3131
Monroe	1545	75.33	506	24.67	0	0	1039	50.66	2051
Montgomery	1052	79.40	271	20.45	2	0.15	781	58.94	1325
Morgan	1492	85.85	246	14.15	0	0	1246	71.69	1738
Murray	1819	61.39	1144	38.61	0	0	675	22.78	2963
Muscogee	8160	49.39	8176	49.48	187	1.13	-16	-0.10	16523
Newton	3232	85.87	532	14.13	0	0	2700	71.73	3764
Oconee	1159	78.42	314	21.24	5	0.34	845	57.17	1478
Oglethorpe	1404	89.31	167	10.62	1	0.06	1237	78.69	1572
Paulding	1599	62.98	940	37.02	0	0	659	25.96	2539
Peach	1541	76.86	461	22.99	3	0.15	1080	53.87	2005
Pickens	1236	34.55	2341	65.45	0	0	-1105	-30.89	3577
Pierce	1766	82.06	386	17.94	0	0	1380	64.13	2152
Pike	1067	83.56	210	16.44	0	0	857	67.11	1277
Polk	4502	68.20	2098	31.78	1	0.02	2404	36.42	6601
Pulaski	1422	89.27	171	10.73	0	0	1251	78.53	1593
Putnam	1093	80.31	268	19.69	0	0	825	60.62	1361
Quitman	355	91.97	31	8.03	0	0	324	83.94	386
Rabun	1391	76.94	413	22.84	4	0.22	978	54.09	1808
Randolph	1582	74.31	547	25.69	0	0	1035	48.61	2129
Richmond	6819	39.27	10251	59.03	295	1.70	-3432	-19.76	17365
Rockdale	1779	78.61	484	21.39	0	0	1295	57.22	2263
Schley	441	78.05	117	20.71	7	1.24	324	57.35	565
Screven	1332	71.42	521	27.94	12	0.64	811	43.49	1865
Seminole	1343	91.11	129	8.75	2	0.14	1214	82.36	1474
Spalding	4853	76.68	1458	23.04	18	0.28	3395	53.64	6329
Stephens	2595	79.14	684	20.86	0	0	1911	58.28	3279
Stewart	692	73.70	235	25.03	12	1.28	457	48.67	939
Sumter	2149	66.45	730	22.57	355	10.98	1419	43.88	3234
Talbot	710	83.73	136	16.04	2	0.24	574	67.69	848
Taliaferro	599	78.92	160	21.08	0	0	439	57.84	759
Tattnall	1881	81.04	440	18.96	0	0	1441	62.09	2321
Taylor	1359	82.76	276	16.81	7	0.43	1083	65.96	1642
Telfair	2075	87.96	284	12.04	0	0	1791	75.92	2359
Terrell	1301	86.27	203	13.46	4	0.27	1098	72.81	1508
Thomas	3522	61.12	2240	38.88	0	0	1282	22.25	5762
Tift	3123	76.49	960	23.51	0	0	2163	52.98	4083
Toombs	2397	80.90	565	19.07	1	0.03	1832	61.83	2963
Towns	885	44.67	1096	55.33	0	0	-211	-10.65	1981
Treutlen	960	89.14	117	10.86	0	0	843	78.27	1077
Troup	6162	73.48	2214	26.40	10	0.12	3948	47.08	8386
Turner	1398	79.79	354	20.21	0	0	1044	59.59	1752
Twiggs	1002	86.08	158	13.57	4	0.34	844	72.51	1164
Union	1386	50.47	1360	49.53	0	0	26	0.95	2746
Upson	3422	82.78	712	17.22	0	0	2710	65.55	4134
Walker	3693	50.12	3552	48.21	123	1.67	141	1.91	7368
Walton	3271	87.37	470	12.55	3	0.08	2801	74.81	3744
Ware	5888	72.12	2276	27.88	0	0	3612	44.24	8164
Warren	675	79.13	152	17.82	26	3.05	523	61.31	853
Washington	2530	80.70	602	19.20	3	0.10	1928	61.50	3135
