Appling	795	18.78	760	17.95	2678	63.26	0	0	4233
Atkinson	288	11.39	686	27.14	1554	61.47	0	0	2528
Bacon	586	20.93	279	9.96	1935	69.11	0	0	2800
Baker	99	5.78	548	31.97	1067	62.25	0	0	1714
Baldwin	2318	32.60	2109	29.66	2678	37.66	6	0.10	7111
Banks	398	18.70	296	13.91	1434	67.39	0	0	2128
Barrow	1372	26.52	1070	20.68	2731	52.79	0	0	5173
Bartow	2045	24.78	2149	26.05	4052	49.11	5	0.10	8251
Ben_Hill	661	19.61	876	25.99	1833	54.38	1	0.00	3371
Berrien	566	14.79	451	11.78	2810	73.41	1	0.00	3828
Bibb	13490	32.59	10579	25.55	17328	41.86	0	0	41397
Bleckley	756	20.94	396	10.97	2458	68.07	1	0.00	3611
Brantley	237	10.47	317	14.01	1709	75.52	0	0	2263
Brooks	589	15.58	787	20.82	2404	63.60	0	0	3780
Bryan	381	16.08	560	23.64	1428	60.28	0	0	2369
Bulloch	2113	26.90	1788	22.77	3953	50.33	0	0	7854
Burke	1416	28.93	1676	34.25	1802	36.82	0	0	4894
Butts	584	19.25	959	31.62	1490	49.13	0	0	3033
Calhoun	234	12.25	697	36.49	979	51.26	0	0	1910
Camden	751	19.33	1146	29.50	1988	51.17	0	0	3885
Candler	552	19.98	587	21.25	1624	58.78	0	0	2763
Carroll	3135	26.19	2326	19.43	6509	54.38	0	0	11970
Catoosa	2043	21.75	901	9.59	6449	68.66	0	0	9393
Charlton	332	17.08	455	23.41	1157	59.52	0	0	1944
Chatham	18106	33.81	18201	33.99	17238	32.19	0	0	53545
Chattahoochee	70	13.44	148	28.41	303	58.16	0	0	521
Chattooga	1087	20.26	1255	23.39	3024	56.35	0	0	5366
Cherokee	2675	35.85	1434	19.22	3351	44.91	2	0.00	7462
Clarke	5800	39.17	5543	37.43	3452	23.31	13	0.10	14808
Clay	133	10.57	516	41.02	608	48.33	1	0.10	1258
Clayton	8256	35.22	3510	14.98	11665	49.77	7	0.00	23438
Clinch	304	17.08	334	18.76	1142	64.16	0	0	1780
Cobb	18649	41.25	8755	19.37	17805	39.38	0	0	45209
Coffee	1241	19.52	1331	20.94	3785	59.54	0	0	6357
Colquitt	1882	20.18	1119	12.00	6325	67.82	0	0	9326
Columbia	1636	34.46	905	19.06	2207	46.48	0	0	4748
Cook	521	14.62	603	16.92	2438	68.41	2	0.10	3564
Coweta	2442	32.84	1204	16.19	3791	50.97	0	0	7437
Crawford	246	15.18	489	30.17	886	54.66	0	0	1621
Crisp	935	17.90	1017	19.47	3271	62.63	0	0	5223
Dade	613	18.27	282	8.41	2460	73.32	0	0	3355
Dawson	509	31.81	246	15.38	845	52.81	0	0	1600
Decatur	749	10.62	1729	24.51	4576	64.87	0	0	7054
DeKalb	52485	50.35	27796	26.67	23954	22.98	2	0.00	104237
Dodge	1055	18.54	1230	21.61	3406	59.85	0	0	5691
Dooly	454	14.48	879	28.03	1803	57.49	0	0	3136
Dougherty	5611	29.91	3831	20.42	9317	49.66	3	0.00	18762
Douglas	1848	25.49	1242	17.13	4159	57.37	0	0	7249
Early	327	8.37	785	20.08	2797	71.55	0	0	3909
Echols	53	8.26	56	8.72	533	83.02	0	0	642
Effingham	769	19.39	635	16.02	2561	64.59	0	0	3965
Elbert	914	16.98	1216	22.59	3252	60.42	0	0	5382
Emanuel	1297	21.22	1508	24.67	3307	54.11	0	0	6112
Evans	543	21.63	492	19.60	1475	58.76	0	0	2510
Fannin	3475	58.98	1229	20.86	1188	20.16	0	0	5892
Fayette	867	26.22	551	16.66	1888	57.09	1	0.00	3307
Floyd	7470	34.72	4036	18.76	10001	46.49	5	0.00	21512
Forsyth	1389	31.33	647	14.60	2397	54.07	0	0	4433
Franklin	716	17.16	766	18.36	2691	64.49	0	0	4173
Fulton	64153	35.83	77847	43.47	36995	20.66	73	0.00	179068
Gilmer	2074	51.55	690	17.15	1259	31.30	0	0	4023
Glascock	185	19.17	47	4.87	733	75.96	0	0	965
Glynn	3725	30.24	3247	26.36	5341	43.36	4	0.00	12317
Gordon	1815	29.99	1161	19.18	3077	50.83	0	0	6053
Grady	561	9.67	1425	24.56	3817	65.78	0	0	5803
Greene	652	18.58	1635	46.58	1223	34.84	0	0	3510
Gwinnett	5350	30.59	3226	18.45	8909	50.94	4	0.00	17489
Habersham	1611	28.32	1070	18.81	3008	52.87	0	0	5689
Hall	4923	36.08	3174	23.26	5546	40.65	0	0	13643
Hancock	381	10.44	2165	59.32	1104	30.25	0	0	3650
Haralson	1451	26.51	771	14.09	3251	59.40	0	0	5473
Harris	1021	25.89	1072	27.18	1851	46.93	0	0	3944
Hart	586	12.27	979	20.51	3208	67.20	1	0.00	4774
Heard	303	16.72	356	19.65	1153	63.63	0	0	1812
Henry	2017	25.41	2317	29.19	3604	45.40	0	0	7938
Houston	4285	29.64	2831	19.58	7339	50.76	2	0.00	14457
Irwin	430	15.03	474	16.57	1955	68.36	1	0.00	2860
Jackson	1139	18.52	1537	25.00	3473	56.48	0	0	6149
Jasper	456	20.57	835	37.66	926	41.77	0	0	2217
Jeff_Davis	577	19.82	376	12.92	1958	67.26	0	0	2911
Jefferson	1227	23.51	1899	36.39	2090	40.05	2	0.00	5218
Jenkins	574	22.71	704	27.86	1249	49.43	0	0	2527
Johnson	381	13.28	446	15.55	2041	71.16	0	0	2868
Jones	693	19.42	1105	30.97	1770	49.61	0	0	3568
Lamar	575	20.50	790	28.16	1440	51.34	0	0	2805
Lanier	241	15.63	277	17.96	1024	66.41	0	0	1542
