Appling	2268	70.72	289	9.01	639	19.93	5	0.16	6	0.19	3207
Atkinson	938	83.75	66	5.89	114	10.18	1	0.09	1	0.09	1120
Bacon	785	63.56	104	8.42	343	27.77	2	0.16	1	0.08	1235
Baker	218	77.03	7	2.47	58	20.49	0	0.00	0	0.00	283
Baldwin	1132	54.03	559	26.68	395	18.85	6	0.29	3	0.14	2095
Banks	533	89.13	38	6.35	26	4.35	0	0.00	1	0.17	598
Barrow	1554	75.69	155	7.55	344	16.76	0	0.00	0	0.00	2053
Bartow	2384	77.71	440	14.34	203	6.62	28	0.91	13	0.42	3068
Ben_Hill	1438	75.84	223	11.76	225	11.87	1	0.05	9	0.47	1896
Berrien	1772	83.31	107	5.03	237	11.14	6	0.28	5	0.24	2127
Bibb	7011	49.80	3043	21.62	3837	27.26	165	1.17	21	0.15	14077
Bleckley	536	63.96	71	8.47	227	27.09	0	0.00	4	0.48	838
Brantley	463	60.44	79	10.31	224	29.24	0	0.00	0	0.00	766
Brooks	975	58.14	188	11.21	511	30.47	2	0.12	1	0.06	1677
Bryan	1147	65.21	135	7.67	472	26.83	4	0.23	1	0.06	1759
Bulloch	2036	68.95	276	9.35	625	21.16	6	0.20	10	0.34	2953
Burke	357	23.86	107	7.15	1028	68.72	2	0.13	2	0.13	1496
Butts	987	84.50	61	5.22	119	10.19	1	0.09	0	0.00	1168
Calhoun	399	77.63	36	7.00	79	15.37	0	0.00	0	0.00	514
Camden	552	50.88	208	19.17	324	29.86	1	0.09	0	0.00	1085
Candler	589	58.49	125	12.41	290	28.80	2	0.20	1	0.10	1007
Carroll	2671	72.76	526	14.33	470	12.80	3	0.08	1	0.03	3671
Catoosa	1051	68.34	268	17.43	214	13.91	3	0.20	2	0.13	1538
Charlton	339	59.68	70	12.32	159	27.99	0	0.00	0	0.00	568
Chatham	10864	45.46	5966	24.97	6839	28.62	210	0.88	18	0.08	23897
Chattahoochee	46	39.66	1	0.86	69	59.48	0	0.00	0	0.00	116
Chattooga	3396	85.97	362	9.16	187	4.73	4	0.10	1	0.03	3950
Cherokee	1267	58.85	631	29.31	250	11.61	4	0.19	1	0.05	2153
Clarke	3095	71.69	707	16.38	497	11.51	11	0.25	7	0.16	4317
Clay	295	80.38	39	10.63	33	8.99	0	0.00	0	0.00	367
Clayton	2192	66.50	339	10.29	757	22.97	4	0.12	4	0.12	3296
Clinch	1283	73.57	168	9.63	287	16.46	1	0.06	5	0.29	1744
Cobb	4766	67.15	1524	21.47	779	10.97	16	0.23	13	0.18	7098
Coffee	3168	76.45	309	7.46	653	15.76	9	0.22	5	0.12	4144
Colquitt	2255	65.08	537	15.50	664	19.16	7	0.20	2	0.06	3465
Columbia	164	15.47	59	5.57	836	78.87	0	0.00	1	0.09	1060
Cook	1192	75.73	123	7.81	255	16.20	0	0.00	4	0.25	1574
Coweta	2214	83.58	219	8.27	209	7.89	1	0.04	6	0.23	2649
Crawford	389	54.79	64	9.01	257	36.20	0	0.00	0	0.00	710
Crisp	1225	62.09	221	11.20	524	26.56	1	0.05	2	0.10	1973
Dade	1488	73.45	338	16.68	193	9.53	3	0.15	4	0.20	2026
Dawson	660	44.35	786	52.82	42	2.82	0	0.00	0	0.00	1488
DeKalb	10826	55.46	5758	29.50	2845	14.57	64	0.33	28	0.14	19521
Decatur	1209	53.21	296	13.03	757	33.32	3	0.13	7	0.31	2272
