Appling	554	62.04	237	26.54	96	10.75	6	0.67	317	35.50	893
Baker	511	94.45	8	1.48	22	4.07	0	0.00	489	90.39	541
Baldwin	494	81.65	15	2.48	92	15.21	4	0.66	402	66.45	605
Banks	474	44.30	199	18.60	388	36.26	9	0.84	86	8.04	1070
Bartow	791	59.25	406	30.41	126	9.44	12	0.90	385	28.84	1335
Berrien	889	81.34	68	6.22	122	11.16	14	1.28	767	70.17	1093
Bibb	2117	88.47	236	9.86	21	0.88	19	0.79	1881	78.60	2393
Brooks	429	69.98	102	16.64	81	13.21	1	0.16	327	53.34	613
Bryan	259	56.80	125	27.41	71	15.57	1	0.22	134	29.39	456
Bulloch	596	71.55	54	6.48	171	20.53	12	1.44	425	51.02	833
Burke	657	87.02	52	6.89	42	5.56	4	0.53	605	80.13	755
Butts	531	72.64	80	10.94	116	15.87	4	0.55	415	56.77	731
Calhoun	345	87.56	19	4.82	30	7.61	0	0.00	315	79.95	394
Camden	380	54.76	312	44.96	2	0.29	0	0.00	68	9.80	694
Campbell	308	54.32	40	7.05	210	37.04	9	1.59	98	17.28	567
Carroll	1187	54.13	400	18.24	585	26.68	21	0.96	602	27.45	2193
Catoosa	281	61.22	120	26.14	44	9.59	14	3.05	161	35.08	459
Charlton	207	86.97	31	13.03	0	0.00	0	0.00	176	73.95	238
Chatham	2645	87.52	363	12.01	6	0.20	8	0.26	2282	75.51	3022
Chattahoochee	107	54.87	62	31.79	24	12.31	2	1.03	45	23.08	195
Chattooga	472	49.74	378	39.83	80	8.43	19	2.00	94	9.91	949
Cherokee	622	50.78	246	20.08	342	27.92	15	1.22	280	22.86	1225
Clarke	773	76.61	118	11.69	114	11.30	4	0.40	655	64.92	1009
Clay	270	62.36	47	10.85	116	26.79	0	0.00	154	35.57	433
Clayton	333	59.25	59	10.50	169	30.07	1	0.18	164	29.18	562
Clinch	285	63.19	141	31.26	23	5.10	2	0.44	144	31.93	451
Cobb	1171	68.40	220	12.85	316	18.46	5	0.29	855	49.94	1712
Coffee	571	63.16	267	29.54	64	7.08	2	0.22	304	33.63	904
Colquitt	446	59.23	62	8.23	236	31.34	9	1.20	210	27.89	753
Columbia	189	56.76	2	0.60	138	41.44	4	1.20	51	15.32	333
Coweta	1070	83.27	160	12.45	49	3.81	6	0.47	910	70.82	1285
Crawford	314	85.09	4	1.08	48	13.01	3	0.81	266	72.09	369
Dade	217	73.06	37	12.46	40	13.47	3	1.01	177	59.60	297
Dawson	207	37.98	260	47.71	67	12.29	11	2.02	-53	-9.72	545
De_Kalb	759	57.28	213	16.08	343	25.89	10	0.75	416	31.40	1325
Decatur	985	75.42	182	13.94	130	9.95	9	0.69	803	61.49	1306
Dodge	688	85.79	98	12.22	16	2.00	0	0.00	590	73.57	802
Dooly	986	81.22	107	8.81	118	9.72	3	0.25	868	71.50	1214
Dougherty	475	91.35	45	8.65	0	0.00	0	0.00	430	82.69	520
Douglas	230	35.71	133	20.65	278	43.17	3	0.47	-48	-7.45	644
Early	466	66.95	12	1.72	214	30.75	4	0.57	252	36.21	696
Echols	159	92.98	12	7.02	0	0.00	0	0.00	147	85.96	171
Effingham	370	74.00	47	9.40	54	10.80	29	5.80	316	63.20	500
Elbert	877	83.13	6	0.57	167	15.83	5	0.47	710	67.30	1055
Emanuel	519	51.74	94	9.37	388	38.68	2	0.20	131	13.06	1003
Fannin	456	44.71	504	49.41	48	4.71	12	1.18	-48	-4.71	1020
Fayette	260	54.97	59	12.47	147	31.08	7	1.48	113	23.89	473
Floyd	1692	71.15	466	19.60	192	8.07	28	1.18	1226	51.56	2378
Forsyth	455	42.72	357	33.52	248	23.29	5	0.47	98	9.20	1065
Franklin	486	42.11	207	17.94	453	39.25	8	0.69	33	2.86	1154
Fulton	5781	73.66	1766	22.50	240	3.06	61	0.78	4015	51.16	7848
Gilmer	550	47.01	617	52.74	0	0.00	3	0.26	-67	-5.73	1170
Glascock	117	27.79	11	2.61	290	68.88	3	0.71	-173	-41.09	421
Glynn	501	58.67	316	37.00	32	3.75	5	0.59	185	21.66	854
Gordon	525	50.10	323	30.82	192	18.32	8	0.76	202	19.27	1048
Greene	451	49.56	201	22.09	252	27.69	6	0.66	199	21.87	910
Gwinnett	1219	55.23	132	5.98	845	38.29	11	0.50	374	16.95	2207
Habersham	681	59.06	229	19.86	225	19.51	18	1.56	452	39.20	1153
Hall	1135	57.41	190	9.61	635	32.12	17	0.86	500	25.29	1977
Hancock	482	75.08	31	4.83	124	19.31	5	0.78	358	55.76	642
Haralson	349	29.65	477	40.53	336	28.55	15	1.27	-128	-10.88	1177
Harris	689	79.75	80	9.26	91	10.53	4	0.46	598	69.21	864
Hart	482	59.21	93	11.43	233	28.62	6	0.74	249	30.59	814
Heard	361	77.80	9	1.94	84	18.10	10	2.16	277	59.70	464
Henry	464	59.41	64	8.19	239	30.60	14	1.79	225	28.81	781
Houston	768	88.48	78	8.99	19	2.19	3	0.35	690	79.49	868
Irwin	658	59.87	342	31.12	82	7.46	17	1.55	316	28.75	1099
Jackson	964	43.11	33	1.48	1233	55.14	6	0.27	-269	-12.03	2236
Jasper	613	85.02	50	6.93	58	8.04	0	0.00	555	76.98	721
Jefferson	379	37.94	489	48.95	121	12.11	10	1.00	-110	-11.01	999
